id,is_fraud
340404,1
3548914,1
3425956,1
4096888,1
3358144,1
463676,1
292833,1
3162460,1
956646,1
2285823,1
5467401,1
1595626,1
1822847,1
4889601,1
5623596,1
5446853,1
1208001,1
3339814,1
2381510,1
5412271,1
3737655,1
293149,1
5474021,1
3529556,1
1455764,1
3070595,1
5465309,1
2974506,1
1186494,1
2978805,1
3596220,1
1689927,1
3429830,1
3856700,1
3330463,1
3231683,1
4690193,1
5788109,1
2344529,1
5204716,1
3550792,1
500746,1
2372682,1
108028,1
5683824,1
2210757,1
4738988,1
2480034,1
4301102,1
310508,1
1087116,1
256491,1
5419927,1
199920,1
1427741,1
4074599,1
4761487,1
4334560,1
4794459,1
2976253,1
215885,1
3256073,1
1318055,1
3420047,1
3826413,1
3354657,1
3866805,1
3073589,1
2911019,1
3064067,1
1710762,1
215212,1
3927287,1
1018145,1
3740526,1
1068588,1
4870667,1
4277522,1
439687,1
2191742,1
1277281,1
4004983,1
2919237,1
2323456,1
2605939,1
5257542,1
5186871,1
1353977,1
2093499,1
3484614,1
3361225,1
1649269,1
3555906,1
542226,1
3943137,1
1974629,1
4407464,1
5739398,1
1640716,1
1110853,1
3785305,1
2054943,1
1431292,1
2195074,1
2735930,1
3507408,1
4960926,1
4493823,1
5785553,1
345236,1
4909675,1
465458,1
1162261,1
2839150,1
29171,1
3783639,1
3848044,1
2832477,1
5304963,1
4850591,1
2333845,1
90191,1
3195990,1
898913,1
5131311,1
382364,1
1147102,1
2962742,1
3539955,1
1145294,1
5240976,1
3100467,1
911336,1
866291,1
787991,1
1898891,1
5183504,1
3509521,1
269932,1
3279116,1
3895354,1
3951254,1
162792,1
3944305,1
2160655,1
1406651,1
3836440,1
5393871,1
2024543,1
719846,1
3525283,1
3668232,1
333326,1
3267799,1
412662,1
1402077,1
3464368,1
496849,1
5792879,1
5140315,1
2663945,1
2963948,1
3813421,1
2915324,1
1414217,1
5611380,1
308075,1
1249149,1
2586925,1
544583,1
4432569,1
5354215,1
3619450,1
3721689,1
5435955,1
3481031,1
5519917,1
4269953,1
1832627,1
285787,1
3201237,1
1177799,1
1516336,1
5754724,1
5140827,1
110197,1
2688264,1
653923,1
511427,1
1031078,1
4774045,1
488327,1
2554809,1
784358,1
493,1
5351552,1
4821634,1
3958795,1
1926835,1
4305533,1
3318358,1
1903858,1
722644,1
4450344,1
3331602,1
381633,1
279868,1
5740443,1
4358043,1
5475816,1
1606313,1
1036307,1
3384290,1
5458950,1
5151469,1
1049149,1
1518414,1
2962249,1
1570607,1
3183449,1
1293455,1
4505874,1
3252248,1
233848,1
2839073,1
2699098,1
549490,1
2545706,1
1221793,1
4789554,1
2222001,1
1644620,1
4124222,1
5324242,1
317355,1
535168,1
2319230,1
1647536,1
1118594,1
772110,1
1664149,1
3243726,1
635493,1
865594,1
1880795,1
2535814,1
3276934,1
2742735,1
1441702,1
3757573,1
695208,1
3110447,1
5121355,1
5743495,1
5734472,1
1954256,1
4077028,1
4056830,1
2255940,1
3209917,1
253352,1
2052023,1
4613761,1
2917745,1
1925383,1
2734574,1
4312881,1
3366270,1
2793736,1
4556832,1
1543236,1
1581781,1
234761,1
1986100,1
5552560,1
2281570,1
1319121,1
825271,1
4083197,1
1151563,1
4646384,1
2465395,1
4291875,1
5379818,1
2071950,1
33239,1
1452869,1
5718988,1
3037065,1
2788989,1
1773769,1
4344602,1
3849234,1
4381252,1
4158491,1
2394363,1
383031,1
2348607,1
2261059,1
2385930,1
1203691,1
3783347,1
3036897,1
1786902,1
1900497,1
2990481,1
2911014,1
2398380,1
641993,1
240127,1
815483,1
895488,1
1266413,1
256499,1
5779453,1
1214367,1
2385351,1
4036946,1
3864731,1
865783,1
5248350,1
2882613,1
3733943,1
3899118,1
5249391,1
2584242,1
1591779,1
1776117,1
2753596,1
1605719,1
2759846,1
3574976,1
3111918,1
3734292,1
4316748,1
524835,1
1456484,1
4311811,1
825741,1
920489,1
5136247,1
410047,1
4336497,1
2027760,1
2836134,1
2241989,1
3517962,1
1810808,1
2765412,1
5103301,1
5456588,1
3716902,1
5345787,1
1897327,1
5221505,1
4904323,1
2960443,1
602396,1
441399,1
4948397,1
3678285,1
160144,1
1976600,1
1573920,1
514707,1
2814291,1
5494855,1
5681469,1
5202766,1
3413483,1
367587,1
3207305,1
5252235,1
1696613,1
504807,1
2181636,1
4328320,1
976027,1
4666666,1
626743,1
4179606,1
1148981,1
3143448,1
5103938,1
2080874,1
4393844,1
4077894,1
4316523,1
2645236,1
1893072,1
674917,1
5131171,1
3686242,1
4682647,1
5745279,1
3769258,1
1821753,1
5709654,1
1211134,1
4420816,1
1718207,1
3369235,1
556541,1
3929433,1
3625363,1
2573154,1
5381596,1
519763,1
3570880,1
586993,1
2872350,1
3014170,1
5518146,1
5569704,1
874089,1
5283756,1
2856005,1
4041080,1
5603529,1
3957211,1
575531,1
826785,1
1014695,1
2972212,1
3553139,1
5203451,1
353062,1
1002483,1
3875237,1
1707436,1
3395567,1
4714614,1
4765774,1
819602,1
5559169,1
1877690,1
4704395,1
1246357,1
2126121,1
2053932,1
1127632,1
1659431,1
61251,1
3613655,1
5211817,1
3425325,1
1825336,1
3626552,1
1383233,1
5745057,1
2200514,1
3558466,1
1926103,1
4392540,1
1184070,1
1865127,1
4588087,1
288324,1
4900615,1
3317075,1
1628068,1
3232640,1
807988,1
3580436,1
2244963,1
1953753,1
1971205,1
1327729,1
543716,1
5431100,1
3939743,1
2905936,1
3257364,1
4234334,1
1219450,1
4878539,1
2649771,1
5688788,1
246304,1
3484237,1
514776,1
408700,1
5112086,1
4460669,1
863177,1
1497022,1
3181190,1
4897536,1
5698814,1
4206570,1
1801099,1
1496693,1
2640502,1
1942441,1
2772245,1
3857772,1
3569976,1
87000,1
4246134,1
2881758,1
1845236,1
3934233,1
4412028,1
569767,1
3012233,1
1726454,1
3991556,1
4429605,1
1633705,1
594037,1
5754599,1
1633372,1
840228,1
1493242,1
5578962,1
602812,1
3679900,1
4238602,1
3567117,1
1703147,1
3541116,1
5089877,1
4499356,1
2466342,1
2993964,1
2752840,1
3908985,1
1305927,1
3798908,1
1939760,1
5055878,1
1299873,1
1336378,1
4622463,1
357473,1
2249717,1
1273691,1
732373,1
1566821,1
331512,1
882472,1
22917,1
5295039,1
2541278,1
1599798,1
2837905,1
3396629,1
3432453,1
3651421,1
5685440,1
3911093,1
2310069,1
5390933,1
5501847,1
2381167,1
2093,1
1130198,1
4493867,1
4729124,1
2299586,1
465812,1
1452140,1
5535381,1
1459492,1
5561928,1
3871575,1
5371304,1
1339733,1
1442437,1
3162137,1
5164840,1
5620459,1
556344,1
2477649,1
2384239,1
4907518,1
157555,1
1955117,1
3193794,1
3217164,1
3240093,1
4842908,1
61771,1
4588441,1
5269515,1
2747017,1
2102570,1
1620708,1
3852334,1
96302,1
4909404,1
396640,1
3898002,1
4447965,1
2658313,1
789371,1
1445150,1
2491154,1
114003,1
886114,1
264415,1
1111511,1
79957,1
1524726,1
3887317,1
3359965,1
4375453,1
3756880,1
3821540,1
1819888,1
2571408,1
3379679,1
5114772,1
3101156,1
2895826,1
1803962,1
2459400,1
1965309,1
5051011,1
3386079,1
847946,1
4980155,1
1510527,1
2777703,1
1007591,1
2238258,1
1881541,1
511129,1
2172010,1
1938680,1
5730631,1
2248091,1
2989425,1
3087339,1
1740587,1
5158556,1
4807266,1
2707069,1
4185043,1
2142062,1
5593197,1
5051310,1
3608824,1
1661584,1
3361428,1
3060783,1
4435421,1
3926606,1
5106811,1
5737504,1
4786381,1
649194,1
3436820,1
1195222,1
1918231,1
1523461,1
3879775,1
5490092,1
807850,1
4884522,1
3564567,1
4556573,1
5430935,1
4741760,1
293426,1
1285426,1
2085250,1
3806215,1
5279382,1
3386875,1
2165880,1
4784990,1
2946664,1
2928004,1
1200951,1
3564549,1
5554230,1
3498622,1
3382735,1
445818,1
5667684,1
904869,1
2704871,1
2758014,1
1309270,1
2878940,1
1522536,1
4738856,1
5721416,1
5539024,1
5327956,1
4709178,1
3046919,1
5638715,1
4683946,1
1684291,1
4590408,1
477485,1
98272,1
179843,1
2104787,1
5082578,1
5278779,1
3527217,1
3289251,1
3234241,1
3713430,1
5400033,1
5565820,1
891192,1
280230,1
1546582,1
2460012,1
2083300,1
1165444,1
3004561,1
1637903,1
3778383,1
5724201,1
5637246,1
2006239,1
1488953,1
3853506,1
4861091,1
3047018,1
2886893,1
593411,1
2323447,1
17806,1
2592642,1
1957821,1
57876,1
4679997,1
2303346,1
4723833,1
4006527,1
3838344,1
1450819,1
1687929,1
2879046,1
2787940,1
5358237,1
5539073,1
4633152,1
4587919,1
3184407,1
4955760,1
861480,1
5476672,1
981028,1
1381051,1
2093935,1
2049827,1
4903061,1
5494468,1
1467157,1
578661,1
2457946,1
11954,1
948488,1
4998226,1
1789678,1
328137,1
2670394,1
5603335,1
2625153,1
589523,1
5148161,1
2706349,1
4606588,1
3882008,1
1485619,1
5334017,1
5029492,1
743090,1
5425666,1
3060659,1
3786291,1
1935632,1
3290492,1
3102797,1
27443,1
768609,1
4777273,1
4266642,1
2177677,1
5214902,1
1654712,1
4924695,1
3786547,1
3628968,1
5130561,1
1365702,1
2921287,1
1965954,1
4528589,1
4257285,1
4298637,1
3466057,1
4385489,1
2431958,1
2800648,1
2024227,1
5784108,1
584919,1
2600447,1
3331063,1
965105,1
1241300,1
4304456,1
1865678,1
5428739,1
3694860,1
4832776,1
4224220,1
966930,1
1504309,1
1558207,1
5446881,1
272047,1
629314,1
1442922,1
5272561,1
3335188,1
3193128,1
3937327,1
3390854,1
2000543,1
3550553,1
3969834,1
452376,1
4754834,1
465136,1
107619,1
2158078,1
2636605,1
343221,1
3065769,1
2617895,1
2489227,1
4330160,1
5325710,1
5758240,1
4164762,1
478747,1
2131857,1
564158,1
2075576,1
2040309,1
3365484,1
879973,1
5161483,1
1719900,1
1023113,1
636335,1
1283407,1
5124827,1
1769077,1
717051,1
1331679,1
456538,1
2144027,1
859669,1
1707423,1
3590744,1
1230051,1
1119476,1
5747464,1
333998,1
4343011,1
3937567,1
3945810,1
1936811,1
3824375,1
2216753,1
1654179,1
3579174,1
2521327,1
301846,1
4361456,1
240396,1
2609304,1
3554793,1
873551,1
4561183,1
3871884,1
148698,1
1479038,1
4582041,1
974544,1
5426112,1
2891186,1
2854169,1
2057035,1
5141849,1
5126804,1
2908113,1
2361742,1
422108,1
3437944,1
4696388,1
190646,1
4790950,1
5651230,1
2608226,1
167133,1
2714015,1
1320966,1
2900113,1
4821988,1
3760862,1
1392593,1
1216065,1
2332646,1
1066289,1
5653452,1
264463,1
5575189,1
3275045,1
2123696,1
3128489,1
2518317,1
3174912,1
3044399,1
3842832,1
205490,1
3608098,1
5245387,1
2991857,1
2205815,1
1866651,1
3323894,1
2869025,1
4128897,1
1049762,1
4577210,1
4998889,1
898000,1
2439142,1
5560001,1
1974640,1
2017344,1
1061192,1
4920237,1
5550976,1
896924,1
2896462,1
5328512,1
720809,1
4748742,1
614115,1
4065204,1
405284,1
2585195,1
1568999,1
3385518,1
1043926,1
3593621,1
1244144,1
3026353,1
36626,1
4858429,1
4341442,1
1728436,1
2685273,1
4960819,1
2207287,1
1628164,1
2962940,1
4480638,1
3933131,1
1275782,1
4661561,1
666279,1
1765871,1
1125990,1
1862241,1
3825000,1
1785451,1
3085175,1
3095814,1
4211666,1
5466399,1
3971855,1
1571334,1
1375700,1
4573959,1
3211214,1
5548273,1
4134504,1
4156369,1
5802073,1
83722,1
1275925,1
4907181,1
3433817,1
5033528,1
5264967,1
3075443,1
4025057,1
4333681,1
2857547,1
4702412,1
502532,1
286970,1
2671384,1
2878713,1
2532935,1
1692349,1
2022256,1
3841312,1
4394007,1
555799,1
5509522,1
3872461,1
1435397,1
1268524,1
4804217,1
3243455,1
1980795,1
5304822,1
661679,1
1873402,1
2764513,1
4283082,1
5155793,1
4314365,1
5763141,1
1178322,1
2982494,1
4954684,1
2028021,1
2081193,1
2320655,1
2624438,1
5195660,1
1503902,1
2332656,1
3582827,1
5177633,1
2927420,1
2780809,1
1921931,1
4899065,1
5270334,1
1244827,1
4134979,1
1319531,1
5336266,1
4750858,1
165585,1
5296776,1
235266,1
4269379,1
1943247,1
4235058,1
1743969,1
2320097,1
745214,1
3387008,1
5172879,1
4699398,1
5049381,1
871729,1
5653633,1
4201696,1
2640463,1
2251243,1
1696282,1
2154781,1
406402,1
333627,1
3920572,1
2085347,1
2841211,1
5373291,1
4383376,1
2546835,1
1832759,1
4061469,1
1350448,1
1115698,1
560590,1
5563296,1
5002373,1
2687659,1
352318,1
4959914,1
3983867,1
1029127,1
297036,1
4307162,1
2829296,1
1661006,1
4547253,1
365402,1
3571962,1
4804033,1
664259,1
3500958,1
670672,1
115143,1
4024076,1
961571,1
4692346,1
4360542,1
5051285,1
4113903,1
1689392,1
271405,1
2683023,1
4407421,1
2407332,1
1406055,1
771256,1
3088139,1
749211,1
1915053,1
4622593,1
3633611,1
3893906,1
2354673,1
4731473,1
570715,1
3595564,1
5222610,1
1556986,1
496882,1
1038126,1
3187061,1
2291321,1
1054369,1
3163290,1
3835258,1
1752063,1
3460915,1
466553,1
5553439,1
1740557,1
4918341,1
4340805,1
1336864,1
4724810,1
3757530,1
5233972,1
4415211,1
622989,1
1561585,1
4658142,1
5302066,1
5559687,1
3006444,1
5181667,1
3162861,1
5157283,1
1171156,1
4981811,1
4256520,1
3450428,1
4100759,1
3204833,1
5627038,1
290929,1
1617665,1
794868,1
1308639,1
2254093,1
4123111,1
3346818,1
5634938,1
3578606,1
4227686,1
1282517,1
1814221,1
2845830,1
923719,1
3080481,1
2759446,1
1648314,1
2826426,1
1262798,1
5780014,1
2376851,1
5124169,1
918802,1
5032524,1
435617,1
2042284,1
4081101,1
401037,1
2232942,1
2115821,1
379912,1
4185276,1
1914496,1
3732177,1
1889927,1
5241271,1
4685949,1
377527,1
5289564,1
494309,1
3462540,1
3312766,1
4821333,1
2228447,1
2690641,1
4011225,1
79458,1
100802,1
4042187,1
3391631,1
5452808,1
3586172,1
1924502,1
3846614,1
5425415,1
5267429,1
317390,1
5497152,1
4007181,1
5680861,1
1083250,1
1384640,1
1252126,1
1049703,1
2721674,1
3053517,1
2234873,1
2134916,1
3028766,1
3207353,1
1701499,1
2094241,1
612560,1
3466628,1
4583950,1
3614301,1
2183129,1
5143061,1
3638952,1
4747100,1
1045682,1
1565663,1
3544772,1
5133984,1
3681404,1
4513437,1
1356473,1
1369306,1
5620998,1
5482879,1
3738877,1
2049020,1
3618035,1
103008,1
1096970,1
591289,1
4902245,1
2568467,1
5566081,1
3007069,1
3440831,1
1832615,1
1221658,1
942089,1
4448061,1
5329862,1
3958434,1
2804536,1
4756399,1
3528508,1
10901,1
1368693,1
2923640,1
4306955,1
32499,1
5774446,1
3169827,1
587588,1
5465488,1
3808055,1
3247691,1
545486,1
3431869,1
5650524,1
4215973,1
3195782,1
4488913,1
2084571,1
5749293,1
4823618,1
2003773,1
4055751,1
3556439,1
1977846,1
907401,1
2985074,1
3189291,1
965309,1
5694211,1
5778850,1
2703779,1
254034,1
3368112,1
2813607,1
3341407,1
2272622,1
3973834,1
4590191,1
1404229,1
540756,1
3299183,1
3119948,1
3527918,1
5743871,1
3561356,1
146562,1
2217435,1
3837289,1
919624,1
3506877,1
3940976,1
2203473,1
4287508,1
4934999,1
4415570,1
4250097,1
5169169,1
5598633,1
5232660,1
1257049,1
986398,1
4955090,1
5085902,1
5327766,1
323905,1
761511,1
625349,1
3293122,1
1726028,1
4956868,1
463037,1
3890630,1
2407130,1
3510012,1
2052999,1
2120643,1
5375614,1
2606540,1
4586050,1
2063038,1
365832,1
4205610,1
1805924,1
97980,1
5654050,1
1469318,1
1633830,1
3661725,1
3887005,1
5106458,1
4201567,1
2182852,1
2464043,1
5426755,1
3374783,1
1919792,1
155522,1
3951716,1
5533280,1
2066733,1
2453272,1
1894173,1
2680119,1
1987893,1
4377892,1
1289810,1
4324399,1
1294760,1
2612833,1
2963197,1
1414106,1
4553319,1
3653089,1
2769798,1
4262564,1
3610350,1
101014,1
5124089,1
859091,1
2071745,1
4383443,1
2898972,1
2267152,1
4810798,1
5093271,1
4819500,1
5618120,1
4774459,1
1851136,1
2213982,1
2958795,1
3086353,1
3347657,1
440114,1
433358,1
2877262,1
2401270,1
833479,1
429786,1
5186821,1
46247,1
3604363,1
897976,1
474596,1
2849707,1
1399551,1
1052238,1
4001097,1
1562822,1
5056777,1
3805845,1
231898,1
4583169,1
2828885,1
1804662,1
4870288,1
5548900,1
4567288,1
1942634,1
3273358,1
4424546,1
4663805,1
489956,1
3413334,1
795519,1
4650081,1
4463054,1
2360996,1
954890,1
5649576,1
2532469,1
2005979,1
179707,1
2929453,1
1563183,1
877643,1
3866045,1
4598151,1
2407298,1
4637438,1
740189,1
3019014,1
72663,1
45607,1
806464,1
3676512,1
5135663,1
1413868,1
3436516,1
5398576,1
4331082,1
2628956,1
3788850,1
3174063,1
5038705,1
4466708,1
5686901,1
5320577,1
4455192,1
88257,1
4891642,1
2830520,1
3010857,1
3938411,1
5302982,1
5320106,1
5605089,1
5215279,1
4178531,1
3076413,1
2968524,1
2585367,1
870270,1
1492870,1
4820810,1
4012626,1
5148119,1
465661,1
5487390,1
1911005,1
3591617,1
4341592,1
3100525,1
3101650,1
782503,1
3437876,1
3604311,1
4801567,1
2718746,1
2671999,1
2516309,1
604345,1
4648930,1
1889378,1
915640,1
4696483,1
5478237,1
5672271,1
91060,1
1101703,1
357176,1
5066149,1
309947,1
5463628,1
2187471,1
1681172,1
1789654,1
4774083,1
3778776,1
2608157,1
2258501,1
2778533,1
1752388,1
3954607,1
1766334,1
1108975,1
373254,1
2886340,1
1000638,1
952391,1
5768224,1
5652454,1
5666101,1
1539674,1
4436826,1
3316707,1
4340390,1
582112,1
4811743,1
2309289,1
3080991,1
3680840,1
4973920,1
2687248,1
2742088,1
5726583,1
5446926,1
5553701,1
1226911,1
3134752,1
47901,1
4339501,1
3403231,1
4878657,1
2497772,1
1507629,1
4807556,1
4780703,1
1729158,1
15217,1
1155130,1
4773541,1
1470039,1
3756970,1
3290129,1
4925372,1
1682372,1
5162135,1
5019397,1
2050407,1
5122903,1
3182274,1
4210125,1
4588738,1
1801618,1
5677515,1
1038928,1
3530747,1
1326709,1
2340107,1
1757825,1
913425,1
73107,1
